# columns:
# cstat, diff, n_index, index, n_norm, norm 
 549.66 9.3945 6 1.5040 21 0.0010680
 550.48 10.221 5 1.4950 21 0.0010680
 551.35 11.087 4 1.4860 21 0.0010680
 552.26 11.993 3 1.4770 21 0.0010680
 553.20 12.941 2 1.4680 21 0.0010680
 554.19 13.929 1 1.4590 21 0.0010680
 555.22 14.960 0 1.4500 21 0.0010680
 555.94 15.671 0 1.4500 22 0.0010760
 554.88 14.620 1 1.4590 22 0.0010760
 553.87 13.610 2 1.4680 22 0.0010760
 552.91 12.642 3 1.4770 22 0.0010760
 551.98 11.716 4 1.4860 22 0.0010760
 551.09 10.829 5 1.4950 22 0.0010760
 550.25 9.9837 6 1.5040 22 0.0010760
 549.44 9.1778 7 1.5130 22 0.0010760
 548.68 8.4115 8 1.5220 22 0.0010760
 547.95 7.6843 9 1.5310 22 0.0010760
 547.26 6.9960 10 1.5400 22 0.0010760
 546.61 6.3460 11 1.5490 22 0.0010760
 546.00 5.7342 12 1.5580 22 0.0010760
 545.42 5.1601 13 1.5670 22 0.0010760
 544.89 4.6234 14 1.5760 22 0.0010760
 544.39 4.1237 15 1.5850 22 0.0010760
 543.92 3.6607 16 1.5940 22 0.0010760
 543.50 3.2341 17 1.6030 22 0.0010760
 543.11 2.8435 18 1.6120 22 0.0010760
 542.75 2.4886 19 1.6210 22 0.0010760
 542.43 2.1692 20 1.6300 22 0.0010760
 542.15 1.8848 21 1.6390 22 0.0010760
 541.90 1.6352 22 1.6480 22 0.0010760
 541.68 1.4201 23 1.6570 22 0.0010760
 541.50 1.2392 24 1.6660 22 0.0010760
 541.36 1.0921 25 1.6750 22 0.0010760
 541.24 0.97872 26 1.6840 22 0.0010760
 541.16 0.89863 27 1.6930 22 0.0010760
 541.12 0.85158 28 1.7020 22 0.0010760
 541.10 0.83730 29 1.7110 22 0.0010760
 541.12 0.85552 30 1.7200 22 0.0010760
 541.17 0.90599 31 1.7290 22 0.0010760
 541.25 0.98844 32 1.7380 22 0.0010760
 541.37 1.1026 33 1.7470 22 0.0010760
 541.51 1.2482 34 1.7560 22 0.0010760
 541.69 1.4251 35 1.7650 22 0.0010760
 541.90 1.6330 36 1.7740 22 0.0010760
 542.14 1.8716 37 1.7830 22 0.0010760
 542.40 2.1407 38 1.7920 22 0.0010760
 542.70 2.4400 39 1.8010 22 0.0010760
 543.03 2.7695 40 1.8100 22 0.0010760
 543.39 3.1287 41 1.8190 22 0.0010760
 543.78 3.5176 42 1.8280 22 0.0010760
 544.20 3.9359 43 1.8370 22 0.0010760
 544.65 4.3833 44 1.8460 22 0.0010760
 545.12 4.8597 45 1.8550 22 0.0010760
 545.63 5.3649 46 1.8640 22 0.0010760
 546.16 5.8987 47 1.8730 22 0.0010760
 546.72 6.4603 48 1.8820 22 0.0010760
 547.31 7.0495 49 1.8910 22 0.0010760
 547.93 7.6661 50 1.9000 22 0.0010760
 547.96 7.6984 50 1.9000 23 0.0010840
 547.35 7.0898 49 1.8910 23 0.0010840
 546.77 6.5089 48 1.8820 23 0.0010840
 546.22 5.9558 47 1.8730 23 0.0010840
 545.69 5.4310 46 1.8640 23 0.0010840
 545.20 4.9350 45 1.8550 23 0.0010840
 544.73 4.4680 44 1.8460 23 0.0010840
 544.29 4.0303 43 1.8370 23 0.0010840
 543.89 3.6219 42 1.8280 23 0.0010840
 543.51 3.2431 41 1.8190 23 0.0010840
 543.16 2.8942 40 1.8100 23 0.0010840
 542.84 2.5753 39 1.8010 23 0.0010840
 542.55 2.2868 38 1.7920 23 0.0010840
 542.29 2.0287 37 1.7830 23 0.0010840
 542.07 1.8014 36 1.7740 23 0.0010840
 541.87 1.6051 35 1.7650 23 0.0010840
 541.70 1.4400 34 1.7560 23 0.0010840
 541.57 1.3063 33 1.7470 23 0.0010840
 541.47 1.2044 32 1.7380 23 0.0010840
 541.40 1.1344 31 1.7290 23 0.0010840
 541.36 1.0967 30 1.7200 23 0.0010840
 541.36 1.0914 29 1.7110 23 0.0010840
 541.38 1.1190 28 1.7020 23 0.0010840
 541.44 1.1795 27 1.6930 23 0.0010840
 541.54 1.2733 26 1.6840 23 0.0010840
 541.66 1.4008 25 1.6750 23 0.0010840
 541.83 1.5621 24 1.6660 23 0.0010840
 542.02 1.7575 23 1.6570 23 0.0010840
 542.25 1.9874 22 1.6480 23 0.0010840
 542.52 2.2520 21 1.6390 23 0.0010840
 542.82 2.5517 20 1.6300 23 0.0010840
 543.15 2.8868 19 1.6210 23 0.0010840
 543.52 3.2575 18 1.6120 23 0.0010840
 543.93 3.6643 17 1.6030 23 0.0010840
 544.37 4.1073 16 1.5940 23 0.0010840
 544.85 4.5870 15 1.5850 23 0.0010840
 545.37 5.1037 14 1.5760 23 0.0010840
 545.92 5.6577 13 1.5670 23 0.0010840
 546.51 6.2494 12 1.5580 23 0.0010840
 547.14 6.8790 11 1.5490 23 0.0010840
 547.81 7.5471 10 1.5400 23 0.0010840
 548.52 8.2539 9 1.5310 23 0.0010840
 549.26 8.9998 8 1.5220 23 0.0010840
 550.05 9.7851 7 1.5130 23 0.0010840
 550.87 10.610 6 1.5040 23 0.0010840
 551.74 11.476 5 1.4950 23 0.0010840
 552.65 12.382 4 1.4860 23 0.0010840
 553.59 13.329 3 1.4770 23 0.0010840
 554.58 14.318 2 1.4680 23 0.0010840
 555.61 15.348 1 1.4590 23 0.0010840
 556.68 16.421 0 1.4500 23 0.0010840
 557.47 17.207 0 1.4500 24 0.0010920
 556.38 16.113 1 1.4590 24 0.0010920
 555.33 15.062 2 1.4680 24 0.0010920
 554.32 14.053 3 1.4770 24 0.0010920
 553.35 13.085 4 1.4860 24 0.0010920
 552.42 12.159 5 1.4950 24 0.0010920
 551.54 11.274 6 1.5040 24 0.0010920
 550.69 10.430 7 1.5130 24 0.0010920
 549.89 9.6251 8 1.5220 24 0.0010920
 549.12 8.8605 9 1.5310 24 0.0010920
 548.40 8.1352 10 1.5400 24 0.0010920
 547.71 7.4490 11 1.5490 24 0.0010920
 547.07 6.8015 12 1.5580 24 0.0010920
 546.46 6.1923 13 1.5670 24 0.0010920
 545.88 5.6210 14 1.5760 24 0.0010920
 545.35 5.0873 15 1.5850 24 0.0010920
 544.85 4.5909 16 1.5940 24 0.0010920
 544.40 4.1315 17 1.6030 24 0.0010920
 543.97 3.7086 18 1.6120 24 0.0010920
 543.59 3.3220 19 1.6210 24 0.0010920
 543.24 2.9713 20 1.6300 24 0.0010920
 542.92 2.6563 21 1.6390 24 0.0010920
 542.64 2.3766 22 1.6480 24 0.0010920
 542.40 2.1319 23 1.6570 24 0.0010920
 542.19 1.9219 24 1.6660 24 0.0010920
 542.01 1.7464 25 1.6750 24 0.0010920
 541.87 1.6050 26 1.6840 24 0.0010920
 541.76 1.4974 27 1.6930 24 0.0010920
 541.69 1.4233 28 1.7020 24 0.0010920
 541.65 1.3826 29 1.7110 24 0.0010920
 541.64 1.3748 30 1.7200 24 0.0010920
 541.66 1.3998 31 1.7290 24 0.0010920
 541.72 1.4573 32 1.7380 24 0.0010920
 541.81 1.5470 33 1.7470 24 0.0010920
 541.93 1.6686 34 1.7560 24 0.0010920
 542.09 1.8220 35 1.7650 24 0.0010920
 542.27 2.0068 36 1.7740 24 0.0010920
 542.49 2.2228 37 1.7830 24 0.0010920
 542.73 2.4699 38 1.7920 24 0.0010920
 543.01 2.7476 39 1.8010 24 0.0010920
 543.32 3.0559 40 1.8100 24 0.0010920
 543.66 3.3945 41 1.8190 24 0.0010920
 544.03 3.7631 42 1.8280 24 0.0010920
 544.43 4.1616 43 1.8370 24 0.0010920
 544.85 4.5898 44 1.8460 24 0.0010920
 545.31 5.0473 45 1.8550 24 0.0010920
 545.80 5.5341 46 1.8640 24 0.0010920
 546.31 6.0499 47 1.8730 24 0.0010920
 546.86 6.5944 48 1.8820 24 0.0010920
 547.43 7.1670 49 1.8910 24 0.0010920
 548.03 7.7675 50 1.9000 24 0.0010920
 548.14 7.8729 50 1.9000 25 0.0011000
 547.54 7.2805 49 1.8910 25 0.0011000
 546.98 6.7162 48 1.8820 25 0.0011000
 546.44 6.1804 47 1.8730 25 0.0011000
 545.94 5.6736 46 1.8640 25 0.0011000
 545.46 5.1960 45 1.8550 25 0.0011000
 545.01 4.7479 44 1.8460 25 0.0011000
 544.59 4.3294 43 1.8370 25 0.0011000
 544.20 3.9408 42 1.8280 25 0.0011000
 543.85 3.5823 41 1.8190 25 0.0011000
 543.52 3.2541 40 1.8100 25 0.0011000
 543.22 2.9564 39 1.8010 25 0.0011000
 542.95 2.6894 38 1.7920 25 0.0011000
 542.72 2.4534 37 1.7830 25 0.0011000
 542.51 2.2487 36 1.7740 25 0.0011000
 542.34 2.0754 35 1.7650 25 0.0011000
 542.20 1.9338 34 1.7560 25 0.0011000
 542.09 1.8241 33 1.7470 25 0.0011000
 542.01 1.7467 32 1.7380 25 0.0011000
 541.97 1.7017 31 1.7290 25 0.0011000
 541.95 1.6895 30 1.7200 25 0.0011000
 541.97 1.7102 29 1.7110 25 0.0011000
 542.03 1.7642 28 1.7020 25 0.0011000
 542.12 1.8517 27 1.6930 25 0.0011000
 542.24 1.9730 26 1.6840 25 0.0011000
 542.39 2.1285 25 1.6750 25 0.0011000
 542.58 2.3183 24 1.6660 25 0.0011000
 542.81 2.5428 23 1.6570 25 0.0011000
 543.07 2.8023 22 1.6480 25 0.0011000
 543.36 3.0970 21 1.6390 25 0.0011000
 543.69 3.4274 20 1.6300 25 0.0011000
 544.06 3.7936 19 1.6210 25 0.0011000
 544.46 4.1961 18 1.6120 25 0.0011000
 544.90 4.6351 17 1.6030 25 0.0011000
 545.37 5.1110 16 1.5940 25 0.0011000
 545.89 5.6241 15 1.5850 25 0.0011000
 546.44 6.1748 14 1.5760 25 0.0011000
 547.03 6.7633 13 1.5670 25 0.0011000
 547.65 7.3901 12 1.5580 25 0.0011000
 548.32 8.0555 11 1.5490 25 0.0011000
 549.02 8.7598 10 1.5400 25 0.0011000
 549.77 9.5035 9 1.5310 25 0.0011000
 550.55 10.287 8 1.5220 25 0.0011000
 551.37 11.110 7 1.5130 25 0.0011000
 552.24 11.974 6 1.5040 25 0.0011000
 553.14 12.879 5 1.4950 25 0.0011000
 554.09 13.825 4 1.4860 25 0.0011000
 555.08 14.813 3 1.4770 25 0.0011000
 556.11 15.842 2 1.4680 25 0.0011000
 557.18 16.915 1 1.4590 25 0.0011000
 558.29 18.030 0 1.4500 25 0.0011000
 559.15 18.889 0 1.4500 26 0.0011080
 558.02 17.752 1 1.4590 26 0.0011080
 556.92 16.659 2 1.4680 26 0.0011080
 555.87 15.609 3 1.4770 26 0.0011080
 554.86 14.601 4 1.4860 26 0.0011080
 553.90 13.635 5 1.4950 26 0.0011080
 552.97 12.710 6 1.5040 26 0.0011080
 552.09 11.827 7 1.5130 26 0.0011080
 551.25 10.985 8 1.5220 26 0.0011080
 550.45 10.182 9 1.5310 26 0.0011080
 549.68 9.4203 10 1.5400 26 0.0011080
 548.96 8.6979 11 1.5490 26 0.0011080
 548.28 8.0146 12 1.5580 26 0.0011080
 547.63 7.3703 13 1.5670 26 0.0011080
 547.03 6.7644 14 1.5760 26 0.0011080
 546.46 6.1968 15 1.5850 26 0.0011080
 545.93 5.6670 16 1.5940 26 0.0011080
 545.44 5.1747 17 1.6030 26 0.0011080
 544.98 4.7195 18 1.6120 26 0.0011080
 544.57 4.3012 19 1.6210 26 0.0011080
 544.18 3.9193 20 1.6300 26 0.0011080
 543.84 3.5737 21 1.6390 26 0.0011080
 543.53 3.2638 22 1.6480 26 0.0011080
 543.25 2.9896 23 1.6570 26 0.0011080
 543.01 2.7506 24 1.6660 26 0.0011080
 542.81 2.5465 25 1.6750 26 0.0011080
 542.64 2.3770 26 1.6840 26 0.0011080
 542.51 2.2420 27 1.6930 26 0.0011080
 542.40 2.1409 28 1.7020 26 0.0011080
 542.34 2.0737 29 1.7110 26 0.0011080
 542.30 2.0400 30 1.7200 26 0.0011080
 542.30 2.0395 31 1.7290 26 0.0011080
 542.34 2.0720 32 1.7380 26 0.0011080
 542.40 2.1372 33 1.7470 26 0.0011080
 542.50 2.2349 34 1.7560 26 0.0011080
 542.63 2.3647 35 1.7650 26 0.0011080
 542.79 2.5265 36 1.7740 26 0.0011080
 542.98 2.7200 37 1.7830 26 0.0011080
 543.21 2.9449 38 1.7920 26 0.0011080
 543.46 3.2010 39 1.8010 26 0.0011080
 543.75 3.4882 40 1.8100 26 0.0011080
 544.07 3.8061 41 1.8190 26 0.0011080
 544.42 4.1545 42 1.8280 26 0.0011080
 544.80 4.5332 43 1.8370 26 0.0011080
 545.21 4.9420 44 1.8460 26 0.0011080
 545.64 5.3807 45 1.8550 26 0.0011080
 546.11 5.8490 46 1.8640 26 0.0011080
 546.61 6.3468 47 1.8730 26 0.0011080
 547.14 6.8739 48 1.8820 26 0.0011080
 547.69 7.4299 49 1.8910 26 0.0011080
 548.28 8.0142 50 1.9000 26 0.0011080
 548.45 8.1907 50 1.9000 27 0.0011160
 547.88 7.6145 49 1.8910 27 0.0011160
 547.33 7.0670 48 1.8820 27 0.0011160
 546.81 6.5487 47 1.8730 27 0.0011160
 546.32 6.0599 46 1.8640 27 0.0011160
 545.86 5.6007 45 1.8550 27 0.0011160
 545.44 5.1715 44 1.8460 27 0.0011160
 545.04 4.7723 43 1.8370 27 0.0011160
 544.67 4.4035 42 1.8280 27 0.0011160
 544.33 4.0652 41 1.8190 27 0.0011160
 544.02 3.7577 40 1.8100 27 0.0011160
 543.74 3.4811 39 1.8010 27 0.0011160
 543.50 3.2358 38 1.7920 27 0.0011160
 543.29 3.0219 37 1.7830 27 0.0011160
 543.10 2.8397 36 1.7740 27 0.0011160
 542.95 2.6894 35 1.7650 27 0.0011160
 542.84 2.5714 34 1.7560 27 0.0011160
 542.75 2.4857 33 1.7470 27 0.0011160
 542.70 2.4328 32 1.7380 27 0.0011160
 542.68 2.4128 31 1.7290 27 0.0011160
 542.69 2.4260 30 1.7200 27 0.0011160
 542.74 2.4727 29 1.7110 27 0.0011160
 542.82 2.5531 28 1.7020 27 0.0011160
 542.93 2.6676 27 1.6930 27 0.0011160
 543.08 2.8165 26 1.6840 27 0.0011160
 543.26 2.9999 25 1.6750 27 0.0011160
 543.48 3.2183 24 1.6660 27 0.0011160
 543.74 3.4718 23 1.6570 27 0.0011160
 544.02 3.7609 22 1.6480 27 0.0011160
 544.35 4.0857 21 1.6390 27 0.0011160
 544.71 4.4467 20 1.6300 27 0.0011160
 545.11 4.8442 19 1.6210 27 0.0011160
 545.54 5.2784 18 1.6120 27 0.0011160
 546.01 5.7497 17 1.6030 27 0.0011160
 546.52 6.2584 16 1.5940 27 0.0011160
 547.07 6.8049 15 1.5850 27 0.0011160
 547.65 7.3896 14 1.5760 27 0.0011160
 548.28 8.0127 13 1.5670 27 0.0011160
 548.94 8.6746 12 1.5580 27 0.0011160
 549.64 9.3757 11 1.5490 27 0.0011160
 550.38 10.116 10 1.5400 27 0.0011160
 551.16 10.897 9 1.5310 27 0.0011160
 551.98 11.718 8 1.5220 27 0.0011160
 552.84 12.579 7 1.5130 27 0.0011160
 553.75 13.482 6 1.5040 27 0.0011160
 554.69 14.426 5 1.4950 27 0.0011160
 555.68 15.412 4 1.4860 27 0.0011160
 556.70 16.440 3 1.4770 27 0.0011160
 557.77 17.511 2 1.4680 27 0.0011160
 558.89 18.625 1 1.4590 27 0.0011160
 560.05 19.783 0 1.4500 27 0.0011160
 560.98 20.712 0 1.4500 28 0.0011240
 559.80 19.533 1 1.4590 28 0.0011240
 558.66 18.398 2 1.4680 28 0.0011240
 557.57 17.307 3 1.4770 28 0.0011240
 556.52 16.258 4 1.4860 28 0.0011240
 555.52 15.252 5 1.4950 28 0.0011240
 554.55 14.288 6 1.5040 28 0.0011240
 553.63 13.366 7 1.5130 28 0.0011240
 552.75 12.486 8 1.5220 28 0.0011240
 551.91 11.646 9 1.5310 28 0.0011240
 551.11 10.847 10 1.5400 28 0.0011240
 550.35 10.088 11 1.5490 28 0.0011240
 549.63 9.3694 12 1.5580 28 0.0011240
 548.95 8.6900 13 1.5670 28 0.0011240
 548.31 8.0496 14 1.5760 28 0.0011240
 547.71 7.4480 15 1.5850 28 0.0011240
 547.15 6.8848 16 1.5940 28 0.0011240
 546.62 6.3596 17 1.6030 28 0.0011240
 546.14 5.8722 18 1.6120 28 0.0011240
 545.69 5.4221 19 1.6210 28 0.0011240
 545.27 5.0090 20 1.6300 28 0.0011240
 544.90 4.6327 21 1.6390 28 0.0011240
 544.56 4.2928 22 1.6480 28 0.0011240
 544.25 3.9889 23 1.6570 28 0.0011240
 543.98 3.7209 24 1.6660 28 0.0011240
 543.75 3.4883 25 1.6750 28 0.0011240
 543.55 3.2908 26 1.6840 28 0.0011240
 543.39 3.1282 27 1.6930 28 0.0011240
 543.26 3.0002 28 1.7020 28 0.0011240
 543.17 2.9065 29 1.7110 28 0.0011240
 543.11 2.8468 30 1.7200 28 0.0011240
 543.08 2.8209 31 1.7290 28 0.0011240
 543.09 2.8284 32 1.7380 28 0.0011240
 543.13 2.8691 33 1.7470 28 0.0011240
 543.21 2.9428 34 1.7560 28 0.0011240
 543.31 3.0491 35 1.7650 28 0.0011240
 543.45 3.1878 36 1.7740 28 0.0011240
 543.62 3.3587 37 1.7830 28 0.0011240
 543.83 3.5616 38 1.7920 28 0.0011240
 544.06 3.7961 39 1.8010 28 0.0011240
 544.33 4.0621 40 1.8100 28 0.0011240
 544.62 4.3593 41 1.8190 28 0.0011240
 544.95 4.6874 42 1.8280 28 0.0011240
 545.31 5.0464 43 1.8370 28 0.0011240
 545.70 5.4359 44 1.8460 28 0.0011240
 546.12 5.8557 45 1.8550 28 0.0011240
 546.57 6.3056 46 1.8640 28 0.0011240
 547.05 6.7854 47 1.8730 28 0.0011240
 547.56 7.2949 48 1.8820 28 0.0011240
 548.10 7.8340 49 1.8910 28 0.0011240
 548.67 8.4020 50 1.9000 28 0.0011240
 548.91 8.6477 50 1.9000 29 0.0011320
 548.35 8.0878 49 1.8910 29 0.0011320
 547.82 7.5573 48 1.8820 29 0.0011320
 547.32 7.0566 47 1.8730 29 0.0011320
 546.85 6.5857 46 1.8640 29 0.0011320
 546.41 6.1450 45 1.8550 29 0.0011320
 546.00 5.7347 44 1.8460 29 0.0011320
 545.62 5.3549 43 1.8370 29 0.0011320
 545.27 5.0058 42 1.8280 29 0.0011320
 544.95 4.6877 41 1.8190 29 0.0011320
 544.66 4.4009 40 1.8100 29 0.0011320
 544.41 4.1455 39 1.8010 29 0.0011320
 544.19 3.9218 38 1.7920 29 0.0011320
 543.99 3.7300 37 1.7830 29 0.0011320
 543.83 3.5704 36 1.7740 29 0.0011320
 543.71 3.4431 35 1.7650 29 0.0011320
 543.61 3.3486 34 1.7560 29 0.0011320
 543.55 3.2869 33 1.7470 29 0.0011320
 543.52 3.2585 32 1.7380 29 0.0011320
 543.53 3.2634 31 1.7290 29 0.0011320
 543.57 3.3021 30 1.7200 29 0.0011320
 543.64 3.3748 29 1.7110 29 0.0011320
 543.75 3.4818 28 1.7020 29 0.0011320
 543.89 3.6232 27 1.6930 29 0.0011320
 544.06 3.7996 26 1.6840 29 0.0011320
 544.27 4.0110 25 1.6750 29 0.0011320
 544.52 4.2579 24 1.6660 29 0.0011320
 544.80 4.5405 23 1.6570 29 0.0011320
 545.12 4.8591 22 1.6480 29 0.0011320
 545.48 5.2141 21 1.6390 29 0.0011320
 545.87 5.6058 20 1.6300 29 0.0011320
 546.30 6.0344 19 1.6210 29 0.0011320
 546.76 6.5004 18 1.6120 29 0.0011320
 547.27 7.0040 17 1.6030 29 0.0011320
 547.81 7.5456 16 1.5940 29 0.0011320
 548.39 8.1255 15 1.5850 29 0.0011320
 549.01 8.7441 14 1.5760 29 0.0011320
 549.67 9.4017 13 1.5670 29 0.0011320
 550.36 10.099 12 1.5580 29 0.0011320
 551.10 10.836 11 1.5490 29 0.0011320
 551.88 11.612 10 1.5400 29 0.0011320
 552.69 12.430 9 1.5310 29 0.0011320
 553.55 13.288 8 1.5220 29 0.0011320
 554.45 14.188 7 1.5130 29 0.0011320
 555.39 15.129 6 1.5040 29 0.0011320
 556.38 16.113 5 1.4950 29 0.0011320
 557.40 17.138 4 1.4860 29 0.0011320
 558.47 18.207 3 1.4770 29 0.0011320
 559.58 19.319 2 1.4680 29 0.0011320
 560.74 20.475 1 1.4590 29 0.0011320
 561.94 21.675 0 1.4500 29 0.0011320
 562.94 22.673 0 1.4500 30 0.0011400
 561.72 21.452 1 1.4590 30 0.0011400
 560.54 20.275 2 1.4680 30 0.0011400
 559.41 19.142 3 1.4770 30 0.0011400
 558.32 18.053 4 1.4860 30 0.0011400
 557.27 17.007 5 1.4950 30 0.0011400
 556.27 16.004 6 1.5040 30 0.0011400
 555.31 15.043 7 1.5130 30 0.0011400
 554.39 14.125 8 1.5220 30 0.0011400
 553.51 13.248 9 1.5310 30 0.0011400
 552.68 12.412 10 1.5400 30 0.0011400
 551.88 11.617 11 1.5490 30 0.0011400
 551.13 10.862 12 1.5580 30 0.0011400
 550.41 10.147 13 1.5670 30 0.0011400
 549.74 9.4725 14 1.5760 30 0.0011400
 549.10 8.8369 15 1.5850 30 0.0011400
 548.50 8.2403 16 1.5940 30 0.0011400
 547.95 7.6823 17 1.6030 30 0.0011400
 547.43 7.1625 18 1.6120 30 0.0011400
 546.94 6.6807 19 1.6210 30 0.0011400
 546.50 6.2365 20 1.6300 30 0.0011400
 546.09 5.8295 21 1.6390 30 0.0011400
 545.72 5.4594 22 1.6480 30 0.0011400
 545.39 5.1260 23 1.6570 30 0.0011400
 545.09 4.8289 24 1.6660 30 0.0011400
 544.83 4.5677 25 1.6750 30 0.0011400
 544.61 4.3423 26 1.6840 30 0.0011400
 544.42 4.1522 27 1.6930 30 0.0011400
 544.26 3.9972 28 1.7020 30 0.0011400
 544.14 3.8770 29 1.7110 30 0.0011400
 544.06 3.7914 30 1.7200 30 0.0011400
 544.00 3.7399 31 1.7290 30 0.0011400
 543.99 3.7225 32 1.7380 30 0.0011400
 544.00 3.7387 33 1.7470 30 0.0011400
 544.05 3.7883 34 1.7560 30 0.0011400
 544.13 3.8711 35 1.7650 30 0.0011400
 544.25 3.9868 36 1.7740 30 0.0011400
 544.40 4.1352 37 1.7830 30 0.0011400
 544.58 4.3159 38 1.7920 30 0.0011400
 544.79 4.5288 39 1.8010 30 0.0011400
 545.04 4.7737 40 1.8100 30 0.0011400
 545.31 5.0502 41 1.8190 30 0.0011400
 545.62 5.3581 42 1.8280 30 0.0011400
 545.96 5.6973 43 1.8370 30 0.0011400
 546.33 6.0674 44 1.8460 30 0.0011400
 546.73 6.4683 45 1.8550 30 0.0011400
 547.16 6.8998 46 1.8640 30 0.0011400
 547.63 7.3617 47 1.8730 30 0.0011400
 548.12 7.8536 48 1.8820 30 0.0011400
 548.64 8.3755 49 1.8910 30 0.0011400
 549.19 8.9272 50 1.9000 30 0.0011400
 549.50 9.2401 50 1.9000 31 0.0011480
 548.96 8.6968 49 1.8910 31 0.0011480
 548.45 8.1834 48 1.8820 31 0.0011480
 547.96 7.7002 47 1.8730 31 0.0011480
 547.51 7.2474 46 1.8640 31 0.0011480
 547.09 6.8251 45 1.8550 31 0.0011480
 546.70 6.4336 44 1.8460 31 0.0011480
 546.34 6.0731 43 1.8370 31 0.0011480
 546.01 5.7438 42 1.8280 31 0.0011480
 545.71 5.4460 41 1.8190 31 0.0011480
 545.44 5.1799 40 1.8100 31 0.0011480
 545.21 4.9456 39 1.8010 31 0.0011480
 545.01 4.7435 38 1.7920 31 0.0011480
 544.84 4.5738 37 1.7830 31 0.0011480
 544.70 4.4368 36 1.7740 31 0.0011480
 544.60 4.3326 35 1.7650 31 0.0011480
 544.53 4.2616 34 1.7560 31 0.0011480
 544.49 4.2239 33 1.7470 31 0.0011480
 544.48 4.2200 32 1.7380 31 0.0011480
 544.51 4.2499 31 1.7290 31 0.0011480
 544.58 4.3141 30 1.7200 31 0.0011480
 544.68 4.4127 29 1.7110 31 0.0011480
 544.81 4.5462 28 1.7020 31 0.0011480
 544.98 4.7146 27 1.6930 31 0.0011480
 545.18 4.9185 26 1.6840 31 0.0011480
 545.42 5.1579 25 1.6750 31 0.0011480
 545.70 5.4333 24 1.6660 31 0.0011480
 546.01 5.7450 23 1.6570 31 0.0011480
 546.36 6.0932 22 1.6480 31 0.0011480
 546.74 6.4783 21 1.6390 31 0.0011480
 547.16 6.9006 20 1.6300 31 0.0011480
 547.62 7.3604 19 1.6210 31 0.0011480
 548.12 7.8581 18 1.6120 31 0.0011480
 548.66 8.3940 17 1.6030 31 0.0011480
 549.23 8.9685 16 1.5940 31 0.0011480
 549.85 9.5818 15 1.5850 31 0.0011480
 550.50 10.234 14 1.5760 31 0.0011480
 551.19 10.927 13 1.5670 31 0.0011480
 551.92 11.659 12 1.5580 31 0.0011480
 552.70 12.431 11 1.5490 31 0.0011480
 553.51 13.244 10 1.5400 31 0.0011480
 554.36 14.099 9 1.5310 31 0.0011480
 555.26 14.995 8 1.5220 31 0.0011480
 556.20 15.932 7 1.5130 31 0.0011480
 557.18 16.912 6 1.5040 31 0.0011480
 558.20 17.935 5 1.4950 31 0.0011480
 559.26 19.001 4 1.4860 31 0.0011480
 560.37 20.110 3 1.4770 31 0.0011480
 561.53 21.264 2 1.4680 31 0.0011480
 562.73 22.461 1 1.4590 31 0.0011480
 563.97 23.704 0 1.4500 31 0.0011480
 565.03 24.768 0 1.4500 32 0.0011560
 563.77 23.504 1 1.4590 32 0.0011560
 562.55 22.285 2 1.4680 32 0.0011560
 561.38 21.111 3 1.4770 32 0.0011560
 560.25 19.982 4 1.4860 32 0.0011560
 559.16 18.896 5 1.4950 32 0.0011560
 558.12 17.854 6 1.5040 32 0.0011560
 557.12 16.854 7 1.5130 32 0.0011560
 556.16 15.897 8 1.5220 32 0.0011560
 555.25 14.983 9 1.5310 32 0.0011560
 554.37 14.110 10 1.5400 32 0.0011560
 553.54 13.279 11 1.5490 32 0.0011560
 552.75 12.488 12 1.5580 32 0.0011560
 552.00 11.739 13 1.5670 32 0.0011560
 551.29 11.029 14 1.5760 32 0.0011560
 550.62 10.360 15 1.5850 32 0.0011560
 549.99 9.7297 16 1.5940 32 0.0011560
 549.40 9.1388 17 1.6030 32 0.0011560
 548.85 8.5868 18 1.6120 32 0.0011560
 548.34 8.0732 19 1.6210 32 0.0011560
 547.86 7.5978 20 1.6300 32 0.0011560
 547.42 7.1601 21 1.6390 32 0.0011560
 547.02 6.7600 22 1.6480 32 0.0011560
 546.66 6.3970 23 1.6570 32 0.0011560
 546.33 6.0708 24 1.6660 32 0.0011560
 546.04 5.7811 25 1.6750 32 0.0011560
 545.79 5.5276 26 1.6840 32 0.0011560
 545.57 5.3101 27 1.6930 32 0.0011560
 545.39 5.1281 28 1.7020 32 0.0011560
 545.25 4.9814 29 1.7110 32 0.0011560
 545.13 4.8698 30 1.7200 32 0.0011560
 545.06 4.7929 31 1.7290 32 0.0011560
 545.01 4.7504 32 1.7380 32 0.0011560
 545.01 4.7422 33 1.7470 32 0.0011560
 545.03 4.7678 34 1.7560 32 0.0011560
 545.09 4.8271 35 1.7650 32 0.0011560
 545.18 4.9197 36 1.7740 32 0.0011560
 545.31 5.0455 37 1.7830 32 0.0011560
 545.47 5.2042 38 1.7920 32 0.0011560
 545.66 5.3954 39 1.8010 32 0.0011560
 545.88 5.6191 40 1.8100 32 0.0011560
 546.14 5.8749 41 1.8190 32 0.0011560
 546.43 6.1626 42 1.8280 32 0.0011560
 546.75 6.4820 43 1.8370 32 0.0011560
 547.10 6.8328 44 1.8460 32 0.0011560
 547.48 7.2149 45 1.8550 32 0.0011560
